,codeshared,status,type,airline.iataCode,airline.icaoCode,airline.name,arrival.actualRunway,arrival.actualTime,arrival.baggage,arrival.delay,arrival.estimatedRunway,arrival.estimatedTime,arrival.gate,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.terminal,departure.actualRunway,departure.actualTime,departure.baggage,departure.delay,departure.estimatedRunway,departure.estimatedTime,departure.gate,departure.iataCode,departure.icaoCode,departure.scheduledTime,departure.terminal,flight.iataNumber,flight.icaoNumber,flight.number,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.airline.name,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,codeshared.flight.number
218,,active,departure,SQ,SIA,Singapore Airlines,,,2,,,2025-09-23T18:43:00.000,,JAI,VIJP,2025-09-23T19:05:00.000,T2,2025-09-23T17:18:00.000,2025-09-23T17:18:00.000,,19,2025-09-23T17:18:00.000,2025-09-23T17:00:00.000,,BOM,VABB,2025-09-23T17:00:00.000,2,SQ4971,SIA4971,4971,ai,aic,air india,ai621,aic621,621
219,,active,departure,AI,AIC,Air India,,,2,,,2025-09-23T18:43:00.000,,JAI,VIJP,2025-09-23T19:05:00.000,T2,2025-09-23T17:18:00.000,2025-09-23T17:18:00.000,,19,2025-09-23T17:18:00.000,2025-09-23T17:00:00.000,,BOM,VABB,2025-09-23T17:00:00.000,2,AI621,AIC621,621,,,,,,
220,,active,departure,QP,AKJ,Akasa Air,,,,2,,2025-09-23T19:22:00.000,,VNS,VEBN,2025-09-23T19:20:00.000,,2025-09-23T17:29:00.000,2025-09-23T17:29:00.000,,30,2025-09-23T17:29:00.000,2025-09-23T17:00:00.000,26,BOM,VABB,2025-09-23T17:00:00.000,1,QP1491,AKJ1491,1491,,,,,,
221,,active,departure,AA,AAL,American Airlines,,,009,,,2025-09-23T19:09:00.000,,DEL,VIDP,2025-09-23T19:15:00.000,1,2025-09-23T17:24:00.000,2025-09-23T17:24:00.000,,25,2025-09-23T17:24:00.000,2025-09-23T17:06:00.000,,BOM,VABB,2025-09-23T17:00:00.000,2,AA9207,AAL9207,9207,6e,igo,indigo,6e2162,igo2162,2162
222,,active,departure,JL,JTL,Jet Linx Aviation,,,009,,,2025-09-23T19:09:00.000,,DEL,VIDP,2025-09-23T19:15:00.000,1,2025-09-23T17:24:00.000,2025-09-23T17:24:00.000,,25,2025-09-23T17:24:00.000,2025-09-23T17:06:00.000,,BOM,VABB,2025-09-23T17:00:00.000,2,JL8464,JTL8464,8464,6e,igo,indigo,6e2162,igo2162,2162
223,,active,departure,QF,QFA,Qantas,,,009,,,2025-09-23T19:09:00.000,,DEL,VIDP,2025-09-23T19:15:00.000,1,2025-09-23T17:24:00.000,2025-09-23T17:24:00.000,,25,2025-09-23T17:24:00.000,2025-09-23T17:06:00.000,,BOM,VABB,2025-09-23T17:00:00.000,2,QF5288,QFA5288,5288,6e,igo,indigo,6e2162,igo2162,2162
224,,active,departure,VS,VIR,Virgin Atlantic,,,009,,,2025-09-23T19:09:00.000,,DEL,VIDP,2025-09-23T19:15:00.000,1,2025-09-23T17:24:00.000,2025-09-23T17:24:00.000,,25,2025-09-23T17:24:00.000,2025-09-23T17:06:00.000,,BOM,VABB,2025-09-23T17:00:00.000,2,VS8528,VIR8528,8528,6e,igo,indigo,6e2162,igo2162,2162
225,,active,departure,6E,IGO,IndiGo,,,009,,,2025-09-23T19:09:00.000,,DEL,VIDP,2025-09-23T19:15:00.000,1,2025-09-23T17:24:00.000,2025-09-23T17:24:00.000,,25,2025-09-23T17:24:00.000,2025-09-23T17:06:00.000,,BOM,VABB,2025-09-23T17:00:00.000,2,6E2162,IGO2162,2162,,,,,,
226,,active,departure,AI,AIC,Air India,,,,,,2025-09-23T18:28:00.000,,AUH,OMAA,2025-09-23T18:50:00.000,A,2025-09-23T17:27:00.000,2025-09-23T17:27:00.000,,22,2025-09-23T17:27:00.000,2025-09-23T16:58:00.000,85A,BOM,VABB,2025-09-23T17:05:00.000,2,AI9053,AIC9053,9053,ix,axb,air india express,ix257,axb257,257
227,,active,departure,IX,AXB,Air India Express,,,,,,2025-09-23T18:28:00.000,,AUH,OMAA,2025-09-23T18:50:00.000,A,2025-09-23T17:27:00.000,2025-09-23T17:27:00.000,,22,2025-09-23T17:27:00.000,2025-09-23T16:58:00.000,85A,BOM,VABB,2025-09-23T17:05:00.000,2,IX257,AXB257,257,,,,,,
228,,active,departure,VS,VIR,Virgin Atlantic,,,2,4,,2025-09-23T18:43:00.000,,HYD,VOHS,2025-09-23T18:40:00.000,,2025-09-23T17:34:00.000,2025-09-23T17:34:00.000,,25,2025-09-23T17:34:00.000,2025-09-23T17:32:00.000,21,BOM,VABB,2025-09-23T17:10:00.000,1,VS8557,VIR8557,8557,6e,igo,indigo,6e5228,igo5228,5228
229,,active,departure,6E,IGO,IndiGo,,,2,4,,2025-09-23T18:43:00.000,,HYD,VOHS,2025-09-23T18:40:00.000,,2025-09-23T17:34:00.000,2025-09-23T17:34:00.000,,25,2025-09-23T17:34:00.000,2025-09-23T17:32:00.000,21,BOM,VABB,2025-09-23T17:10:00.000,1,6E5228,IGO5228,5228,,,,,,
230,,active,departure,AI,AIC,Air India,,,,,,2025-09-23T19:57:00.000,,JED,OEJN,2025-09-23T20:40:00.000,N,2025-09-23T17:56:00.000,2025-09-23T17:56:00.000,,47,2025-09-23T17:56:00.000,2025-09-23T17:45:00.000,48B,BOM,VABB,2025-09-23T17:10:00.000,2,AI937,AIC937,937,,,,,,
231,,active,departure,VS,VIR,Virgin Atlantic,,,,,,,,MAA,VOMM,2025-09-23T19:15:00.000,T1,,,,60,,2025-09-23T18:15:00.000,23,BOM,VABB,2025-09-23T17:15:00.000,1,VS8590,VIR8590,8590,6e,igo,indigo,6e5048,igo5048,5048
232,,active,departure,6E,IGO,IndiGo,,,,,,,,MAA,VOMM,2025-09-23T19:15:00.000,T1,,,,60,,2025-09-23T18:15:00.000,23,BOM,VABB,2025-09-23T17:15:00.000,1,6E5048,IGO5048,5048,,,,,,
233,,active,departure,ET,ETH,Ethiopian Airlines,,,,,,,,COK,VOCI,2025-09-23T19:15:00.000,1,,,,15,,2025-09-23T17:35:00.000,,BOM,VABB,2025-09-23T17:20:00.000,2,ET1229,ETH1229,1229,ai,aic,air india,ai681,aic681,681
234,,active,departure,AI,AIC,Air India,,,,,,,,COK,VOCI,2025-09-23T19:15:00.000,1,,,,15,,2025-09-23T17:35:00.000,,BOM,VABB,2025-09-23T17:20:00.000,2,AI681,AIC681,681,,,,,,
235,,active,departure,BA,BAW,British Airways,,,,,,2025-09-23T18:17:00.000,,GOI,VOGO,2025-09-23T18:30:00.000,,2025-09-23T17:31:00.000,2025-09-23T17:31:00.000,,12,2025-09-23T17:31:00.000,2025-09-23T17:15:00.000,65B,BOM,VABB,2025-09-23T17:20:00.000,2,BA7997,BAW7997,7997,6e,igo,indigo,6e327,igo327,327
236,,active,departure,VS,VIR,Virgin Atlantic,,,,,,2025-09-23T18:17:00.000,,GOI,VOGO,2025-09-23T18:30:00.000,,2025-09-23T17:31:00.000,2025-09-23T17:31:00.000,,12,2025-09-23T17:31:00.000,2025-09-23T17:15:00.000,65B,BOM,VABB,2025-09-23T17:20:00.000,2,VS8543,VIR8543,8543,6e,igo,indigo,6e327,igo327,327
237,,active,departure,6E,IGO,IndiGo,,,,,,2025-09-23T18:17:00.000,,GOI,VOGO,2025-09-23T18:30:00.000,,2025-09-23T17:31:00.000,2025-09-23T17:31:00.000,,12,2025-09-23T17:31:00.000,2025-09-23T17:15:00.000,65B,BOM,VABB,2025-09-23T17:20:00.000,2,6E327,IGO327,327,,,,,,
238,,active,departure,SQ,SIA,Singapore Airlines,,,3,,,2025-09-23T19:26:00.000,,DEL,VIDP,2025-09-23T19:45:00.000,3,2025-09-23T17:41:00.000,2025-09-23T17:41:00.000,,17,2025-09-23T17:41:00.000,2025-09-23T17:18:00.000,49,BOM,VABB,2025-09-23T17:25:00.000,2,SQ4876,SIA4876,4876,ai,aic,air india,ai2910,aic2910,2910
239,,active,departure,AI,AIC,Air India,,,3,,,2025-09-23T19:26:00.000,,DEL,VIDP,2025-09-23T19:45:00.000,3,2025-09-23T17:41:00.000,2025-09-23T17:41:00.000,,17,2025-09-23T17:41:00.000,2025-09-23T17:18:00.000,49,BOM,VABB,2025-09-23T17:25:00.000,2,AI2910,AIC2910,2910,,,,,,
240,,active,departure,6E,IGO,IndiGo,,,,1,,2025-09-23T19:11:00.000,,RJA,VORY,2025-09-23T19:10:00.000,T1,2025-09-23T17:39:00.000,2025-09-23T17:39:00.000,,14,2025-09-23T17:39:00.000,2025-09-23T17:32:00.000,53,BOM,VABB,2025-09-23T17:25:00.000,2,6E582,IGO582,582,,,,,,
241,,active,departure,6E,IGO,IndiGo,,,,1,,2025-09-23T19:15:00.000,,VGA,VOBZ,2025-09-23T19:15:00.000,,2025-09-23T17:49:00.000,2025-09-23T17:49:00.000,,19,2025-09-23T17:49:00.000,2025-09-23T17:30:00.000,,BOM,VABB,2025-09-23T17:30:00.000,2,6E936,IGO936,936,,,,,,
242,,active,departure,AI,AIC,Air India,,,6B,,,2025-09-23T19:19:00.000,D6,BLR,VOBL,2025-09-23T19:30:00.000,2,2025-09-23T17:52:00.000,2025-09-23T17:52:00.000,,22,2025-09-23T17:52:00.000,2025-09-23T17:32:00.000,87A,BOM,VABB,2025-09-23T17:30:00.000,2,AI2849,AIC2849,2849,,,,,,
243,,active,departure,6E,IGO,IndiGo,,,,,,2025-09-23T18:47:00.000,,UDR,VAUD,2025-09-23T19:05:00.000,,2025-09-23T17:44:00.000,2025-09-23T17:44:00.000,,9,2025-09-23T17:44:00.000,2025-09-23T17:35:00.000,11,BOM,VABB,2025-09-23T17:35:00.000,1,6E5173,IGO5173,5173,,,,,,
244,,active,departure,SQ,SIA,Singapore Airlines,,,CD1,,,2025-09-23T19:45:00.000,,TRV,VOTV,2025-09-23T20:00:00.000,T1,2025-09-23T17:54:00.000,2025-09-23T17:54:00.000,,14,2025-09-23T17:54:00.000,2025-09-23T17:38:00.000,,BOM,VABB,2025-09-23T17:40:00.000,2,SQ4839,SIA4839,4839,ai,aic,air india,ai2655,aic2655,2655
245,,active,departure,ET,ETH,Ethiopian Airlines,,,CD1,,,2025-09-23T19:45:00.000,,TRV,VOTV,2025-09-23T20:00:00.000,T1,2025-09-23T17:54:00.000,2025-09-23T17:54:00.000,,14,2025-09-23T17:54:00.000,2025-09-23T17:38:00.000,,BOM,VABB,2025-09-23T17:40:00.000,2,ET4411,ETH4411,4411,ai,aic,air india,ai2655,aic2655,2655
246,,active,departure,AI,AIC,Air India,,,CD1,,,2025-09-23T19:45:00.000,,TRV,VOTV,2025-09-23T20:00:00.000,T1,2025-09-23T17:54:00.000,2025-09-23T17:54:00.000,,14,2025-09-23T17:54:00.000,2025-09-23T17:38:00.000,,BOM,VABB,2025-09-23T17:40:00.000,2,AI2655,AIC2655,2655,,,,,,
247,,active,departure,YG,HYT,YTO Cargo Airlines,,,,,,,,NNG,ZGNN,2025-09-24T04:20:00.000,,,,,,,,,BOM,VABB,2025-09-23T17:50:00.000,,YG9150,HYT9150,9150,,,,,,
248,,active,departure,VS,VIR,Virgin Atlantic,,,,,,,,VTZ,VOVZ,2025-09-23T20:00:00.000,,,,,,,2025-09-23T17:42:00.000,4,BOM,VABB,2025-09-23T17:55:00.000,1,VS8612,VIR8612,8612,6e,igo,indigo,6e5248,igo5248,5248
249,,active,departure,6E,IGO,IndiGo,,,,,,,,VTZ,VOVZ,2025-09-23T20:00:00.000,,,,,,,2025-09-23T17:42:00.000,4,BOM,VABB,2025-09-23T17:55:00.000,1,6E5248,IGO5248,5248,,,,,,
250,,active,departure,6E,IGO,IndiGo,,,,,,,,JED,OEJN,2025-09-23T20:25:00.000,N,,,,,,2025-09-23T17:55:00.000,67A,BOM,VABB,2025-09-23T17:55:00.000,2,6E61,IGO61,61,,,,,,
251,,active,departure,AI,AIC,Air India,,,6,,,,,DEL,VIDP,2025-09-23T20:25:00.000,3,,,,,,2025-09-23T17:50:00.000,87B,BOM,VABB,2025-09-23T18:00:00.000,2,AI2440,AIC2440,2440,,,,,,
252,,active,departure,AA,AAL,American Airlines,,,006,,,,,DEL,VIDP,2025-09-23T20:15:00.000,1,,,,,,2025-09-23T17:55:00.000,,BOM,VABB,2025-09-23T18:00:00.000,2,AA9212,AAL9212,9212,6e,igo,indigo,6e6082,igo6082,6082
253,,active,departure,JL,JTL,Jet Linx Aviation,,,006,,,,,DEL,VIDP,2025-09-23T20:15:00.000,1,,,,,,2025-09-23T17:55:00.000,,BOM,VABB,2025-09-23T18:00:00.000,2,JL9272,JTL9272,9272,6e,igo,indigo,6e6082,igo6082,6082
254,,active,departure,QF,QFA,Qantas,,,006,,,,,DEL,VIDP,2025-09-23T20:15:00.000,1,,,,,,2025-09-23T17:55:00.000,,BOM,VABB,2025-09-23T18:00:00.000,2,QF5300,QFA5300,5300,6e,igo,indigo,6e6082,igo6082,6082
255,,active,departure,VS,VIR,Virgin Atlantic,,,006,,,,,DEL,VIDP,2025-09-23T20:15:00.000,1,,,,,,2025-09-23T17:55:00.000,,BOM,VABB,2025-09-23T18:00:00.000,2,VS8538,VIR8538,8538,6e,igo,indigo,6e6082,igo6082,6082
256,,active,departure,6E,IGO,IndiGo,,,006,,,,,DEL,VIDP,2025-09-23T20:15:00.000,1,,,,,,2025-09-23T17:55:00.000,,BOM,VABB,2025-09-23T18:00:00.000,2,6E6082,IGO6082,6082,,,,,,
257,,active,departure,AI,AIC,Air India,,,,,,,,MAA,VOMM,2025-09-23T20:10:00.000,T4,,,,,,2025-09-23T17:53:00.000,,BOM,VABB,2025-09-23T18:05:00.000,2,AI573,AIC573,573,,,,,,
258,,active,departure,VS,VIR,Virgin Atlantic,,,,,,,,CJB,VOCB,2025-09-23T20:05:00.000,,,,,,,2025-09-23T18:00:00.000,49,BOM,VABB,2025-09-23T18:05:00.000,2,VS8516,VIR8516,8516,6e,igo,indigo,6e871,igo871,871
259,,active,departure,6E,IGO,IndiGo,,,,,,,,CJB,VOCB,2025-09-23T20:05:00.000,,,,,,,2025-09-23T18:00:00.000,49,BOM,VABB,2025-09-23T18:05:00.000,2,6E871,IGO871,871,,,,,,
260,,active,departure,QP,AKJ,Akasa Air,,,03,,,,A3,BLR,VOBL,2025-09-23T20:15:00.000,1,,,,,,2025-09-23T18:15:00.000,27,BOM,VABB,2025-09-23T18:15:00.000,1,QP1955,AKJ1955,1955,,,,,,
261,,active,departure,VS,VIR,Virgin Atlantic,,,,,,,,CCU,VECC,2025-09-23T21:00:00.000,,,,,,,2025-09-23T18:10:00.000,22,BOM,VABB,2025-09-23T18:15:00.000,1,VS8508,VIR8508,8508,6e,igo,indigo,6e5086,igo5086,5086
262,,active,departure,6E,IGO,IndiGo,,,,,,,,CCU,VECC,2025-09-23T21:00:00.000,,,,,,,2025-09-23T18:10:00.000,22,BOM,VABB,2025-09-23T18:15:00.000,1,6E5086,IGO5086,5086,,,,,,
263,,active,departure,SQ,SIA,Singapore Airlines,,,,,,,,JED,OEJN,2025-09-23T21:40:00.000,N,,,,30,,2025-09-23T18:50:00.000,67B,BOM,VABB,2025-09-23T18:20:00.000,2,SQ4983,SIA4983,4983,ai,aic,air india,ai931,aic931,931
264,,active,departure,AI,AIC,Air India,,,,,,,,JED,OEJN,2025-09-23T21:40:00.000,N,,,,30,,2025-09-23T18:50:00.000,67B,BOM,VABB,2025-09-23T18:20:00.000,2,AI931,AIC931,931,,,,,,
265,,active,departure,AI,AIC,Air India,,,,,,,,BBI,VEBS,2025-09-23T20:45:00.000,1,,,,,,2025-09-23T18:20:00.000,40A,BOM,VABB,2025-09-23T18:20:00.000,2,AI9536,AIC9536,9536,ix,axb,air india express,ix1024,axb1024,1024
266,,active,departure,IX,AXB,Air India Express,,,,,,,,BBI,VEBS,2025-09-23T20:45:00.000,1,,,,,,2025-09-23T18:20:00.000,40A,BOM,VABB,2025-09-23T18:20:00.000,2,IX1024,AXB1024,1024,,,,,,
267,,active,departure,6E,IGO,IndiGo,,,4,,,,,DXB,OMDB,2025-09-23T19:50:00.000,1,,,,,,2025-09-23T18:20:00.000,73,BOM,VABB,2025-09-23T18:20:00.000,2,6E1455,IGO1455,1455,,,,,,
268,,active,departure,VS,VIR,Virgin Atlantic,,,3,,,,,IXE,VOML,2025-09-23T19:55:00.000,,,,,40,,2025-09-23T19:00:00.000,48B,BOM,VABB,2025-09-23T18:20:00.000,2,VS8574,VIR8574,8574,6e,igo,indigo,6e6549,igo6549,6549
269,,active,departure,6E,IGO,IndiGo,,,3,,,,,IXE,VOML,2025-09-23T19:55:00.000,,,,,40,,2025-09-23T19:00:00.000,48B,BOM,VABB,2025-09-23T18:20:00.000,2,6E6549,IGO6549,6549,,,,,,
270,,active,departure,AI,AIC,Air India,,,,,,,,GOI,VOGO,2025-09-23T19:40:00.000,,,,,,,2025-09-23T18:25:00.000,47,BOM,VABB,2025-09-23T18:25:00.000,2,AI9533,AIC9533,9533,ix,axb,air india express,ix1243,axb1243,1243
271,,active,departure,IX,AXB,Air India Express,,,,,,,,GOI,VOGO,2025-09-23T19:40:00.000,,,,,,,2025-09-23T18:25:00.000,47,BOM,VABB,2025-09-23T18:25:00.000,2,IX1243,AXB1243,1243,,,,,,
272,,active,departure,VS,VIR,Virgin Atlantic,,,CI2,,,,,AMD,VAAH,2025-09-23T19:45:00.000,T2,,,,,,2025-09-23T18:25:00.000,25,BOM,VABB,2025-09-23T18:25:00.000,1,VS8478,VIR8478,8478,6e,igo,indigo,6e5254,igo5254,5254
273,,active,departure,6E,IGO,IndiGo,,,CI2,,,,,AMD,VAAH,2025-09-23T19:45:00.000,T2,,,,,,2025-09-23T18:25:00.000,25,BOM,VABB,2025-09-23T18:25:00.000,1,6E5254,IGO5254,5254,,,,,,
274,,active,departure,SQ,SIA,Singapore Airlines,,,8,,,,,DEL,VIDP,2025-09-23T20:50:00.000,3,,,,,,2025-09-23T18:30:00.000,,BOM,VABB,2025-09-23T18:30:00.000,2,SQ4866,SIA4866,4866,ai,aic,air india,ai2996,aic2996,2996
275,,active,departure,AI,AIC,Air India,,,8,,,,,DEL,VIDP,2025-09-23T20:50:00.000,3,,,,,,2025-09-23T18:30:00.000,,BOM,VABB,2025-09-23T18:30:00.000,2,AI2996,AIC2996,2996,,,,,,
276,,active,departure,AI,AIC,Air India,,,,,,,,MAA,VOMM,2025-09-23T20:55:00.000,T4,,,,,,2025-09-23T18:40:00.000,65A,BOM,VABB,2025-09-23T18:40:00.000,2,AI435,AIC435,435,,,,,,
277,,active,departure,VS,VIR,Virgin Atlantic,,,,,,,,IDR,VAID,2025-09-23T20:05:00.000,,,,,,,2025-09-23T18:40:00.000,51,BOM,VABB,2025-09-23T18:40:00.000,2,VS8565,VIR8565,8565,6e,igo,indigo,6e551,igo551,551
278,,active,departure,6E,IGO,IndiGo,,,,,,,,IDR,VAID,2025-09-23T20:05:00.000,,,,,,,2025-09-23T18:40:00.000,51,BOM,VABB,2025-09-23T18:40:00.000,2,6E551,IGO551,551,,,,,,
279,,active,departure,AI,AIC,Air India,,,,,,,,CCU,VECC,2025-09-23T21:35:00.000,,,,,,,2025-09-23T18:45:00.000,,BOM,VABB,2025-09-23T18:45:00.000,2,AI2411,AIC2411,2411,,,,,,
280,,active,departure,AI,AIC,Air India,,,CD4,,,,,AMD,VAAH,2025-09-23T20:05:00.000,1,,,,,,2025-09-23T18:45:00.000,50,BOM,VABB,2025-09-23T18:45:00.000,2,AI2493,AIC2493,2493,,,,,,
281,,active,departure,TK,THY,Turkish Airlines,,,,,,,,ATQ,VIAR,2025-09-23T21:00:00.000,,,,,,,2025-09-23T18:45:00.000,53,BOM,VABB,2025-09-23T18:45:00.000,2,TK4698,THY4698,4698,6e,igo,indigo,6e272,igo272,272
282,,active,departure,VS,VIR,Virgin Atlantic,,,,,,,,ATQ,VIAR,2025-09-23T21:00:00.000,,,,,,,2025-09-23T18:45:00.000,53,BOM,VABB,2025-09-23T18:45:00.000,2,VS8482,VIR8482,8482,6e,igo,indigo,6e272,igo272,272
283,,active,departure,6E,IGO,IndiGo,,,,,,,,ATQ,VIAR,2025-09-23T21:00:00.000,,,,,,,2025-09-23T18:45:00.000,53,BOM,VABB,2025-09-23T18:45:00.000,2,6E272,IGO272,272,,,,,,
284,,active,departure,VS,VIR,Virgin Atlantic,,,,,,,,PAT,VEPT,2025-09-23T21:15:00.000,,,,,,,2025-09-23T18:40:00.000,12,BOM,VABB,2025-09-23T18:45:00.000,1,VS8601,VIR8601,8601,6e,igo,indigo,6e5123,igo5123,5123
285,,active,departure,6E,IGO,IndiGo,,,,,,,,PAT,VEPT,2025-09-23T21:15:00.000,,,,,,,2025-09-23T18:40:00.000,12,BOM,VABB,2025-09-23T18:45:00.000,1,6E5123,IGO5123,5123,,,,,,
286,,active,departure,AI,AIC,Air India,,,7A,,,,D9,BLR,VOBL,2025-09-23T20:35:00.000,2,,,,,,2025-09-23T18:50:00.000,49,BOM,VABB,2025-09-23T18:50:00.000,2,AI2641,AIC2641,2641,,,,,,
287,,active,departure,QP,AKJ,Akasa Air,,,,,,,,RUH,OERK,2025-09-23T20:40:00.000,3,,,,,,2025-09-23T18:50:00.000,76,BOM,VABB,2025-09-23T18:50:00.000,2,QP567,AKJ567,567,,,,,,
288,,active,departure,6E,IGO,IndiGo,,,6,,,,,ALA,UAAA,2025-09-24T00:25:00.000,,,,,,,2025-09-23T18:50:00.000,85A,BOM,VABB,2025-09-23T18:50:00.000,2,6E1817,IGO1817,1817,,,,,,
289,,active,departure,QP,AKJ,Akasa Air,,,10,,,,,CCU,VECC,2025-09-23T22:00:00.000,,,,,,,2025-09-23T18:55:00.000,26,BOM,VABB,2025-09-23T18:55:00.000,1,QP1140,AKJ1140,1140,,,,,,
290,,active,departure,VS,VIR,Virgin Atlantic,,,NC5,,,,,LKO,VILK,2025-09-23T21:05:00.000,T3,,,,,,2025-09-23T18:55:00.000,69B,BOM,VABB,2025-09-23T18:55:00.000,2,VS8583,VIR8583,8583,6e,igo,indigo,6e544,igo544,544
291,,active,departure,6E,IGO,IndiGo,,,NC5,,,,,LKO,VILK,2025-09-23T21:05:00.000,T3,,,,,,2025-09-23T18:55:00.000,69B,BOM,VABB,2025-09-23T18:55:00.000,2,6E544,IGO544,544,,,,,,
292,,active,departure,AF,AFR,Air France,,,007,,,,,DEL,VIDP,2025-09-23T21:15:00.000,1,,,,,,2025-09-23T18:55:00.000,47,BOM,VABB,2025-09-23T19:00:00.000,2,AF3353,AFR3353,3353,6e,igo,indigo,6e6613,igo6613,6613
293,,active,departure,JL,JTL,Jet Linx Aviation,,,007,,,,,DEL,VIDP,2025-09-23T21:15:00.000,1,,,,,,2025-09-23T18:55:00.000,47,BOM,VABB,2025-09-23T19:00:00.000,2,JL9274,JTL9274,9274,6e,igo,indigo,6e6613,igo6613,6613
294,,active,departure,QF,QFA,Qantas,,,007,,,,,DEL,VIDP,2025-09-23T21:15:00.000,1,,,,,,2025-09-23T18:55:00.000,47,BOM,VABB,2025-09-23T19:00:00.000,2,QF5296,QFA5296,5296,6e,igo,indigo,6e6613,igo6613,6613
295,,active,departure,VS,VIR,Virgin Atlantic,,,007,,,,,DEL,VIDP,2025-09-23T21:15:00.000,1,,,,,,2025-09-23T18:55:00.000,47,BOM,VABB,2025-09-23T19:00:00.000,2,VS8539,VIR8539,8539,6e,igo,indigo,6e6613,igo6613,6613
296,,active,departure,6E,IGO,IndiGo,,,007,,,,,DEL,VIDP,2025-09-23T21:15:00.000,1,,,,,,2025-09-23T18:55:00.000,47,BOM,VABB,2025-09-23T19:00:00.000,2,6E6613,IGO6613,6613,,,,,,
297,,active,departure,AI,AIC,Air India,,,4,,,,,DEL,VIDP,2025-09-23T21:15:00.000,3,,,,,,2025-09-23T19:00:00.000,,BOM,VABB,2025-09-23T19:00:00.000,2,AI2426,AIC2426,2426,,,,,,
298,,active,departure,QP,AKJ,Akasa Air,,,007,,,,,DEL,VIDP,2025-09-23T21:15:00.000,1,,,,,,2025-09-23T19:00:00.000,21,BOM,VABB,2025-09-23T19:00:00.000,1,QP1120,AKJ1120,1120,,,,,,
299,,active,departure,AI,AIC,Air India,,,,,,,,CJB,VOCB,2025-09-23T20:55:00.000,,,,,,,2025-09-23T19:05:00.000,86,BOM,VABB,2025-09-23T19:05:00.000,2,AI2732,AIC2732,2732,,,,,,
300,,scheduled,departure,6E,IGO,IndiGo,,,,,,,5,AUH,OMAA,2025-09-23T21:05:00.000,A,,,,10,,2025-09-23T19:25:00.000,70B,BOM,VABB,2025-09-23T19:15:00.000,2,6E1401,IGO1401,1401,,,,,,
301,,scheduled,departure,BA,BAW,British Airways,,,,,,,,BDQ,VABO,2025-09-23T20:25:00.000,,,,,,,2025-09-23T19:20:00.000,,BOM,VABB,2025-09-23T19:20:00.000,2,BA7934,BAW7934,7934,6e,igo,indigo,6e618,igo618,618
302,,scheduled,departure,VS,VIR,Virgin Atlantic,,,,,,,,BDQ,VABO,2025-09-23T20:25:00.000,,,,,,,2025-09-23T19:20:00.000,,BOM,VABB,2025-09-23T19:20:00.000,2,VS8486,VIR8486,8486,6e,igo,indigo,6e618,igo618,618
303,,scheduled,departure,6E,IGO,IndiGo,,,,,,,,BDQ,VABO,2025-09-23T20:25:00.000,,,,,,,2025-09-23T19:20:00.000,,BOM,VABB,2025-09-23T19:20:00.000,2,6E618,IGO618,618,,,,,,
304,,scheduled,departure,6E,IGO,IndiGo,,,,,,,,IXU,VAAU,2025-09-23T20:25:00.000,,,,,,,2025-09-23T19:20:00.000,11,BOM,VABB,2025-09-23T19:20:00.000,1,6E5027,IGO5027,5027,,,,,,
305,,scheduled,departure,AI,AIC,Air India,,,4,,,,,DEL,VIDP,2025-09-23T21:45:00.000,3,,,,,,2025-09-23T19:25:00.000,,BOM,VABB,2025-09-23T19:25:00.000,2,AI2408,AIC2408,2408,,,,,,
306,,scheduled,departure,VS,VIR,Virgin Atlantic,,,,,,,,VNS,VEBN,2025-09-23T21:45:00.000,,,,,,,2025-09-23T19:25:00.000,3,BOM,VABB,2025-09-23T19:25:00.000,1,VS8610,VIR8610,8610,6e,igo,indigo,6e5028,igo5028,5028
307,,scheduled,departure,6E,IGO,IndiGo,,,,,,,,VNS,VEBN,2025-09-23T21:45:00.000,,,,,,,2025-09-23T19:25:00.000,3,BOM,VABB,2025-09-23T19:25:00.000,1,6E5028,IGO5028,5028,,,,,,
308,,scheduled,departure,EK,UAE,Emirates,,,12,,,,,DXB,OMDB,2025-09-23T21:05:00.000,3,,,,,,2025-09-23T19:30:00.000,78,BOM,VABB,2025-09-23T19:30:00.000,2,EK503,UAE503,503,,,,,,
309,,scheduled,departure,VS,VIR,Virgin Atlantic,,,,,,,,COK,VOCI,2025-09-23T21:25:00.000,1,,,,,,2025-09-23T19:25:00.000,,BOM,VABB,2025-09-23T19:30:00.000,2,VS8518,VIR8518,8518,6e,igo,indigo,6e635,igo635,635
310,,scheduled,departure,6E,IGO,IndiGo,,,,,,,,COK,VOCI,2025-09-23T21:25:00.000,1,,,,,,2025-09-23T19:25:00.000,,BOM,VABB,2025-09-23T19:30:00.000,2,6E635,IGO635,635,,,,,,
311,,scheduled,departure,JL,JTL,Jet Linx Aviation,,,01,,,,A3,BLR,VOBL,2025-09-23T21:30:00.000,T1,,,,,,2025-09-23T19:30:00.000,23,BOM,VABB,2025-09-23T19:35:00.000,1,JL8460,JTL8460,8460,6e,igo,indigo,6e5032,igo5032,5032
