status,type,airline.iataCode,airline.name,arrival.actualTime,arrival.delay,arrival.estimatedTime,arrival.iataCode,arrival.scheduledTime,departure.actualTime,departure.delay,departure.estimatedTime,departure.iataCode,departure.scheduledTime,flight.iataNumber
landed,arrival,VS,Virgin Atlantic,2025-09-23T12:20:00.000,,2025-09-23T12:20:00.000,BOM,2025-09-23T12:40:00.000,2025-09-23T10:41:00.000,17.0,2025-09-23T10:25:00.000,VNS,2025-09-23T10:25:00.000,VS9566
landed,arrival,6E,IndiGo,2025-09-23T12:20:00.000,,2025-09-23T12:20:00.000,BOM,2025-09-23T12:40:00.000,2025-09-23T10:41:00.000,17.0,2025-09-23T10:25:00.000,VNS,2025-09-23T10:25:00.000,6E6544
landed,arrival,VS,Virgin Atlantic,2025-09-23T12:29:00.000,,2025-09-23T12:28:00.000,BOM,2025-09-23T12:45:00.000,2025-09-23T11:15:00.000,5.0,2025-09-23T11:10:00.000,IXE,2025-09-23T11:10:00.000,VS9234
landed,arrival,6E,IndiGo,2025-09-23T12:29:00.000,,2025-09-23T12:28:00.000,BOM,2025-09-23T12:45:00.000,2025-09-23T11:15:00.000,5.0,2025-09-23T11:10:00.000,IXE,2025-09-23T11:10:00.000,6E832
landed,arrival,6E,IndiGo,2025-09-23T12:29:00.000,,2025-09-23T12:29:00.000,BOM,2025-09-23T12:45:00.000,2025-09-23T11:03:00.000,14.0,2025-09-23T10:50:00.000,CCJ,2025-09-23T10:50:00.000,6E6932
landed,arrival,QP,Akasa Air,2025-09-23T12:56:00.000,7.0,2025-09-23T12:56:00.000,BOM,2025-09-23T12:50:00.000,2025-09-23T09:59:00.000,5.0,2025-09-23T09:55:00.000,GAU,2025-09-23T09:55:00.000,QP1507
landed,arrival,6E,IndiGo,2025-09-23T12:40:00.000,,2025-09-23T12:42:00.000,BOM,2025-09-23T12:50:00.000,2025-09-23T11:06:00.000,,2025-09-23T11:10:00.000,TIR,2025-09-23T11:10:00.000,6E533
landed,arrival,VS,Virgin Atlantic,2025-09-23T12:35:00.000,,2025-09-23T12:32:00.000,BOM,2025-09-23T12:50:00.000,2025-09-23T11:01:00.000,2.0,2025-09-23T11:00:00.000,MAA,2025-09-23T11:00:00.000,VS9463
landed,arrival,6E,IndiGo,2025-09-23T12:35:00.000,,2025-09-23T12:32:00.000,BOM,2025-09-23T12:50:00.000,2025-09-23T11:01:00.000,2.0,2025-09-23T11:00:00.000,MAA,2025-09-23T11:00:00.000,6E5214
landed,arrival,VS,Virgin Atlantic,2025-09-23T12:43:00.000,,2025-09-23T12:44:00.000,BOM,2025-09-23T12:55:00.000,2025-09-23T11:41:00.000,11.0,2025-09-23T11:30:00.000,NAG,2025-09-23T11:30:00.000,VS9545
landed,arrival,6E,IndiGo,2025-09-23T12:43:00.000,,2025-09-23T12:44:00.000,BOM,2025-09-23T12:55:00.000,2025-09-23T11:41:00.000,11.0,2025-09-23T11:30:00.000,NAG,2025-09-23T11:30:00.000,6E5129
landed,arrival,VS,Virgin Atlantic,2025-09-23T12:38:00.000,,2025-09-23T12:33:00.000,BOM,2025-09-23T13:05:00.000,2025-09-23T09:46:00.000,7.0,2025-09-23T09:26:00.000,GAU,2025-09-23T09:40:00.000,VS8806
landed,arrival,6E,IndiGo,2025-09-23T12:38:00.000,,2025-09-23T12:33:00.000,BOM,2025-09-23T13:05:00.000,2025-09-23T09:46:00.000,7.0,2025-09-23T09:26:00.000,GAU,2025-09-23T09:40:00.000,6E282
unknown,arrival,9I,Alliance Air,,,,BOM,2025-09-23T13:10:00.000,,,,DIU,2025-09-23T12:10:00.000,9I624
landed,arrival,AI,Air India,2025-09-23T12:38:00.000,,2025-09-23T12:35:00.000,BOM,2025-09-23T13:15:00.000,2025-09-23T10:25:00.000,15.0,2025-09-23T10:11:00.000,CCU,2025-09-23T10:10:00.000,AI2772
landed,arrival,JL,Jet Linx Aviation,2025-09-23T12:46:00.000,,2025-09-23T12:47:00.000,BOM,2025-09-23T13:15:00.000,2025-09-23T11:23:00.000,,2025-09-23T11:25:00.000,BLR,2025-09-23T11:25:00.000,JL9755
landed,arrival,QF,Qantas,2025-09-23T12:46:00.000,,2025-09-23T12:47:00.000,BOM,2025-09-23T13:15:00.000,2025-09-23T11:23:00.000,,2025-09-23T11:25:00.000,BLR,2025-09-23T11:25:00.000,QF5057
landed,arrival,VS,Virgin Atlantic,2025-09-23T12:46:00.000,,2025-09-23T12:47:00.000,BOM,2025-09-23T13:15:00.000,2025-09-23T11:23:00.000,,2025-09-23T11:25:00.000,BLR,2025-09-23T11:25:00.000,VS8336
landed,arrival,6E,IndiGo,2025-09-23T12:46:00.000,,2025-09-23T12:47:00.000,BOM,2025-09-23T13:15:00.000,2025-09-23T11:23:00.000,,2025-09-23T11:25:00.000,BLR,2025-09-23T11:25:00.000,6E5011
landed,arrival,AI,Air India,2025-09-23T12:48:00.000,,2025-09-23T12:46:00.000,BOM,2025-09-23T13:20:00.000,2025-09-23T11:02:00.000,8.0,2025-09-23T10:48:00.000,DEL,2025-09-23T10:55:00.000,AI2425
landed,arrival,JL,Jet Linx Aviation,2025-09-23T12:51:00.000,,2025-09-23T12:52:00.000,BOM,2025-09-23T13:20:00.000,2025-09-23T11:08:00.000,8.0,2025-09-23T10:50:00.000,DEL,2025-09-23T11:00:00.000,JL9261
landed,arrival,QF,Qantas,2025-09-23T12:51:00.000,,2025-09-23T12:52:00.000,BOM,2025-09-23T13:20:00.000,2025-09-23T11:08:00.000,8.0,2025-09-23T10:50:00.000,DEL,2025-09-23T11:00:00.000,QF5291
landed,arrival,VS,Virgin Atlantic,2025-09-23T12:51:00.000,,2025-09-23T12:52:00.000,BOM,2025-09-23T13:20:00.000,2025-09-23T11:08:00.000,8.0,2025-09-23T10:50:00.000,DEL,2025-09-23T11:00:00.000,VS8737
landed,arrival,6E,IndiGo,2025-09-23T12:51:00.000,,2025-09-23T12:52:00.000,BOM,2025-09-23T13:20:00.000,2025-09-23T11:08:00.000,8.0,2025-09-23T10:50:00.000,DEL,2025-09-23T11:00:00.000,6E6047
landed,arrival,6E,IndiGo,2025-09-23T12:54:00.000,,2025-09-23T12:54:00.000,BOM,2025-09-23T13:25:00.000,2025-09-23T05:28:00.000,,,JED,2025-09-23T05:30:00.000,6E92
landed,arrival,AI,Air India,2025-09-23T13:29:00.000,,2025-09-23T13:30:00.000,BOM,2025-09-23T13:30:00.000,2025-09-23T12:23:00.000,29.0,2025-09-23T11:55:00.000,UDR,2025-09-23T11:55:00.000,AI2580
landed,arrival,AI,Air India,2025-09-23T13:21:00.000,,2025-09-23T13:20:00.000,BOM,2025-09-23T13:40:00.000,2025-09-23T12:08:00.000,24.0,2025-09-23T11:39:00.000,JDH,2025-09-23T11:45:00.000,AI646
landed,arrival,SG,SpiceJet,2025-09-23T13:31:00.000,,2025-09-23T13:29:00.000,BOM,2025-09-23T13:40:00.000,2025-09-23T11:40:00.000,11.0,2025-09-23T11:30:00.000,GOP,2025-09-23T11:30:00.000,SG197
landed,arrival,OV,SalamAir,2025-09-23T13:24:00.000,,2025-09-23T13:25:00.000,BOM,2025-09-23T13:40:00.000,2025-09-23T09:39:00.000,20.0,2025-09-23T09:20:00.000,MCT,2025-09-23T09:20:00.000,OV8019
landed,arrival,WY,Oman Air,2025-09-23T13:24:00.000,,2025-09-23T13:25:00.000,BOM,2025-09-23T13:40:00.000,2025-09-23T09:39:00.000,20.0,2025-09-23T09:20:00.000,MCT,2025-09-23T09:20:00.000,WY203
